Gene	count_L05_mRNA	count_L02_mRNA	count_L11_mRNA	count_L04_mRNA	count_L10_mRNA	count_L03_mRNA	count_L06_mRNA	count_L12_mRNA	count_L01_mRNA
PH02Gene42208	1	0	0	0	1	1	0	0	0
PH02Gene42209	0	0	0	0	2	0	0	0	0
PH02Gene42210	37	0	15	13	17	0	7	5	0
PH02Gene42211	4	0	10	1	6	0	0	5	0
PH02Gene42212	18	4	19	19	23	6	31	4	8
PH02Gene42213	0	0	2	1	0	0	0	0	0
PH02Gene42214	19	2	23	17	12	5	20	11	2
PH02Gene42215	23	3	60	31	19	5	47	21	14
PH02Gene42216	12	0	10	4	39	15	3	11	7
PH02Gene42217	0	0	10	0	0	0	7	0	1
PH02Gene42218	0	0	0	0	0	0	0	0	0
PH02Gene42219	24	17	74	68	33	40	31	44	12
PH02Gene42220	10	0	10	10	2	1	4	11	1
PH02Gene42221	111	58	48	56	41	54	62	53	31
PH02Gene42222	232	16	1	67	4	23	234	1	2
PH02Gene42223	4	1	4	1	11	4	6	13	4
PH02Gene42224	2	2	0	10	0	0	5	0	0
PH02Gene42225	9	2	11	5	0	5	0	2	0
PH02Gene42226	11	0	3	4	5	6	8	10	0
PH02Gene42227	10	34	20	6	1	17	2	7	14
PH02Gene42228	329	7	11	303	10	12	236	10	17
PH02Gene42229	8	2	0	34	15	2	12	1	0
PH02Gene42230	0	0	1	2	2	2	6	1	0
PH02Gene42231	4	0	4	7	2	5	6	11	0
PH02Gene42232	0	0	0	0	0	0	0	0	0
PH02Gene42233	0	0	0	1	1	0	2	0	0
PH02Gene42234	0	0	0	0	0	0	0	0	0
PH02Gene42235	0	0	0	0	0	0	0	0	1
PH02Gene42236	0	0	0	0	0	0	0	0	0
PH02Gene42237	2	0	0	0	0	2	0	0	0
PH02Gene42238	1	0	2	0	0	0	0	0	0
PH02Gene42239	0	0	2	1	11	1	11	2	4
PH02Gene42240	0	0	0	0	0	0	2	0	0
PH02Gene42241	0	0	0	0	0	1	2	5	0
PH02Gene42242	2	0	0	2	0	0	0	2	0
PH02Gene42243	25	10	20	11	20	23	22	24	18
PH02Gene42244	4	2	8	8	6	8	12	9	2
PH02Gene42245	2	8	33	7	6	11	5	10	0
PH02Gene42246	1	1	19	28	15	2	1	8	1
PH02Gene42247	4	0	0	0	0	0	0	0	0
PH02Gene42248	0	0	1	1	0	2	6	7	0
PH02Gene42249	1	0	0	4	0	0	0	1	0
PH02Gene42250	0	0	0	0	4	2	4	4	0
PH02Gene42251	0	0	0	0	0	1	0	0	0
PH02Gene42252	0	0	8	11	4	0	4	10	8
PH02Gene42253	2	0	6	0	4	0	0	0	2
PH02Gene42254	0	0	24	3	11	0	8	8	0
PH02Gene42255	10	0	13	5	2	0	6	8	1
PH02Gene42256	0	0	14	8	3	10	12	7	2
PH02Gene42257	0	0	0	0	0	0	0	0	0
PH02Gene42258	9	0	1	17	6	0	10	18	0
PH02Gene42259	21	9	19	14	18	2	4	7	8
PH02Gene42260	26	10	40	56	33	7	22	24	6
PH02Gene42261	26	4	15	6	10	7	12	3	6
PH02Gene42262	1	0	6	3	12	4	3	12	2
PH02Gene42263	0	1	6	4	4	1	5	8	0
PH02Gene42264	0	0	0	0	0	0	0	0	0
PH02Gene42265	0	1	7	1	0	4	0	0	0
PH02Gene42266	0	0	0	1	0	0	0	0	0
PH02Gene42267	0	1	3	0	0	0	3	2	0
PH02Gene42268	1	0	0	0	0	1	0	2	0
PH02Gene42269	1	0	0	4	4	0	0	1	0
PH02Gene42270	10	0	8	4	4	4	11	8	1
PH02Gene42271	0	0	6	11	8	4	0	1	0
PH02Gene42272	7	1	16	16	12	0	12	22	2
PH02Gene42273	2	0	0	8	0	0	0	0	0
PH02Gene42274	9	0	7	24	9	8	19	8	0
PH02Gene42275	0	6	8	4	11	0	0	6	0
PH02Gene42276	3	4	27	60	8	12	35	25	0
PH02Gene42277	25	11	105	48	32	19	69	83	9
PH02Gene42278	12	0	11	4	3	0	12	2	6
PH02Gene42279	0	0	0	0	0	0	0	0	0
PH02Gene42280	8	1	0	0	2	36	12	14	36
PH02Gene42281	0	0	0	0	0	0	0	0	0
PH02Gene42282	3	0	3	1	0	0	4	0	1
PH02Gene42283	4	0	6	0	0	0	0	0	0
PH02Gene42284	0	0	7	2	5	0	0	0	0
PH02Gene42285	42	8	22	19	2	15	17	28	10
PH02Gene42286	1	0	4	6	0	0	0	2	0
PH02Gene42287	2	2	7	9	2	0	10	10	2
PH02Gene42288	9	0	14	20	6	8	7	8	2
PH02Gene42289	73	13	22	29	10	12	66	37	5
PH02Gene42290	135	51	35	93	36	26	137	24	23
PH02Gene42291	0	0	2	2	8	2	6	0	2
PH02Gene42292	0	0	0	0	0	0	0	0	0
PH02Gene42293	0	0	6	6	4	0	1	7	0
PH02Gene42294	1	0	13	0	2	0	1	1	0
PH02Gene42295	7	0	2	6	8	2	14	10	0
PH02Gene42296	35	9	55	15	20	23	34	36	7
PH02Gene42297	5	0	4	3	6	0	11	1	0
PH02Gene42298	0	0	1	0	0	0	1	0	0
PH02Gene42299	0	0	0	0	0	0	0	0	0
PH02Gene42300	9	0	26	8	8	2	28	11	2
PH02Gene42301	30	1	6	10	2	0	23	0	0
PH02Gene42302	131	37	118	83	71	122	77	99	106
PH02Gene42303	42	2	64	51	1	43	46	11	63
PH02Gene42304	8	2	5	4	11	0	4	3	0
PH02Gene42305	1	0	3	10	22	4	10	7	6
PH02Gene42306	0	0	0	0	6	0	0	0	0
PH02Gene42307	0	0	2	1	10	0	5	4	0
PH02Gene42308	0	0	9	0	3	0	1	0	0
PH02Gene42309	16	1	31	10	10	22	25	21	8
PH02Gene42310	2	8	2	5	10	4	7	1	0
PH02Gene42311	3	0	2	3	1	0	0	8	1
PH02Gene42312	10	4	13	2	12	0	12	2	1
PH02Gene42313	16	2	52	13	18	14	12	15	24
PH02Gene42314	6	2	2	6	6	0	5	17	2
PH02Gene42315	2	0	1	1	18	1	2	5	0
PH02Gene42316	0	0	0	2	6	0	2	1	0
PH02Gene42317	3	0	8	1	0	0	1	2	0
PH02Gene42318	0	0	0	8	2	0	1	13	0
PH02Gene42319	0	0	5	0	0	0	6	8	0
PH02Gene42320	1	0	1	8	9	0	6	14	0
PH02Gene42321	0	0	0	1	3	2	0	0	0
PH02Gene42322	2	0	2	6	2	2	12	3	6
PH02Gene42323	6	0	0	3	1	2	9	4	0
PH02Gene42324	0	0	0	0	0	0	8	0	0
PH02Gene42325	0	0	0	0	0	0	0	0	0
PH02Gene42326	0	0	0	0	0	0	0	0	0
PH02Gene42327	15	0	20	19	31	0	46	16	0
PH02Gene42328	0	0	2	0	6	0	0	0	0
PH02Gene42329	9	0	8	4	5	0	2	6	0
PH02Gene42330	0	0	0	0	0	0	0	0	0
PH02Gene42331	0	0	0	0	0	0	0	0	0
PH02Gene42332	6	0	6	8	4	10	7	0	0
PH02Gene42333	2	0	6	8	7	4	10	6	0
PH02Gene42334	2	4	16	9	10	2	6	3	0
PH02Gene42335	11	0	6	7	2	0	2	10	0
PH02Gene42336	5	4	1	4	0	0	5	0	1
PH02Gene42337	27	72	12	14	18	59	49	23	40
PH02Gene42338	20	36	6	33	11	19	23	10	5
PH02Gene42339	4	1	13	10	8	9	6	2	0
PH02Gene42340	5	4	19	8	10	8	8	21	3
PH02Gene42341	10	0	0	1	0	0	1	6	0
PH02Gene42342	2	6	17	3	5	2	26	9	0
PH02Gene42343	27	13	0	0	2	4	15	2	11
PH02Gene42344	24	4	25	6	11	2	43	14	9
PH02Gene42345	7	0	6	1	1	0	6	8	0
PH02Gene42346	0	0	0	0	0	0	0	0	0
PH02Gene42347	0	0	0	0	0	0	0	1	0
PH02Gene42348	4	0	6	7	5	4	15	3	1
PH02Gene42349	6	0	6	6	2	0	11	4	0
PH02Gene42350	14	10	26	8	11	0	15	22	18
PH02Gene42351	70	12	25	67	10	26	56	29	21
PH02Gene42352	0	0	2	0	0	0	0	0	0
PH02Gene42353	2	0	3	0	10	4	0	4	2
PH02Gene42354	15	0	21	37	16	13	19	22	0
PH02Gene42355	8	0	0	14	0	0	14	0	0
PH02Gene42356	1	0	4	1	7	1	1	12	0
PH02Gene42357	6	0	1	10	18	2	10	6	0
PH02Gene42358	120	149	99	82	119	53	79	97	100
PH02Gene42359	0	0	8	4	2	1	7	0	0
PH02Gene42360	45	11	77	46	59	52	26	58	20
PH02Gene42361	0	0	0	0	5	8	6	5	1
PH02Gene42362	4	0	2	0	0	0	2	0	1
PH02Gene42363	6	0	3	2	1	0	0	0	0
PH02Gene42364	0	1	12	27	11	1	19	5	0
PH02Gene42365	6	0	10	2	4	0	2	16	0
PH02Gene42366	15	2	20	24	14	2	14	10	4
PH02Gene42367	3	0	21	1	2	0	5	4	0
PH02Gene42368	122	51	39	73	14	11	82	28	22
PH02Gene42369	1	9	10	4	5	0	5	0	0
PH02Gene42370	47	12	39	30	17	48	44	32	3
PH02Gene42371	4	12	20	6	1	8	5	7	6
PH02Gene42372	0	0	1	3	4	1	7	5	0
PH02Gene42373	56	45	118	25	120	50	56	74	49
PH02Gene42374	6	0	4	6	7	1	1	8	0
PH02Gene42375	1	0	0	10	1	0	0	6	0
PH02Gene42376	3	4	4	9	4	3	2	6	8
PH02Gene42377	1	0	0	6	2	2	2	0	2
PH02Gene42378	2	6	12	5	4	4	6	3	6
PH02Gene42379	2	1	17	10	6	2	26	25	0
PH02Gene42380	0	0	0	0	0	0	0	0	0
PH02Gene42382	9	0	1	0	4	0	2	0	0
PH02Gene42383	1	0	4	2	0	6	4	5	4
PH02Gene42384	0	0	1	2	0	1	0	0	0
PH02Gene42385	0	0	4	0	0	0	0	0	0
PH02Gene42386	4	0	16	6	2	7	1	3	0
PH02Gene42387	2	0	6	0	0	0	4	10	0
PH02Gene42388	4	5	9	0	4	1	2	9	8
PH02Gene42389	10	0	5	0	6	1	5	2	0
PH02Gene42390	0	0	1	0	0	0	0	0	2
PH02Gene42391	7	0	5	8	9	6	9	10	0
PH02Gene42392	14	1	7	7	10	1	3	16	2
PH02Gene42393	16	0	6	5	0	11	10	5	0
PH02Gene42394	7	0	5	5	4	0	11	7	0
PH02Gene42395	4	0	5	0	6	3	1	4	0
PH02Gene42396	2	10	12	4	25	12	11	14	8
PH02Gene42397	3	4	4	2	11	2	12	2	0
PH02Gene42398	153	134	6	19	10	125	11	0	0
PH02Gene42399	6	2	17	8	7	12	4	4	6
PH02Gene42400	7	1	2	2	1	4	0	0	0
PH02Gene42401	1	0	8	5	8	0	6	8	0
PH02Gene42402	0	0	6	0	0	0	0	0	0
PH02Gene42403	19	12	30	22	19	10	7	22	7
PH02Gene42404	4	0	6	12	0	4	0	6	0
PH02Gene42405	2	0	5	2	8	2	0	2	0
PH02Gene42406	128	74	27	62	19	22	69	17	48
PH02Gene42407	3	2	5	2	1	19	12	1	6
PH02Gene42408	32	30	38	73	37	15	29	22	3
PH02Gene42409	24	4	18	8	12	10	25	9	4
PH02Gene42410	0	0	2	0	0	1	0	3	0
PH02Gene42411	74	271	119	46	56	104	95	52	107
PH02Gene42412	44	31	68	43	42	29	48	77	24
PH02Gene42413	10	1	20	9	27	6	30	10	8
PH02Gene42414	2	2	8	4	2	1	1	9	0
PH02Gene42415	16	1	18	33	15	7	20	11	2
PH02Gene42416	0	6	12	9	8	0	16	11	1
PH02Gene42417	64	39	148	36	119	18	38	136	10
PH02Gene42418	0	0	2	4	2	0	6	6	2
PH02Gene42419	0	0	0	0	0	0	0	0	0
PH02Gene42420	0	0	0	0	0	0	0	0	0
PH02Gene42421	0	0	0	0	0	0	0	0	0
PH02Gene42422	0	0	0	0	0	0	0	0	0
PH02Gene42423	4	0	1	0	4	0	2	4	0
PH02Gene42424	0	0	0	0	2	0	0	1	2
PH02Gene42425	3	0	0	3	2	8	18	0	4
PH02Gene42426	0	1	0	0	0	1	0	0	0
PH02Gene42427	6	1	12	6	10	1	4	12	15
PH02Gene42428	4	0	4	2	5	1	12	9	0
PH02Gene42429	8	3	8	14	10	4	15	7	0
PH02Gene42430	0	0	0	1	0	0	1	1	0
PH02Gene42431	0	0	1	5	1	6	0	0	0
PH02Gene42432	0	1	2	2	0	0	6	0	0
PH02Gene42433	3	6	7	10	3	0	4	1	2
PH02Gene42434	1	0	0	0	0	0	0	0	0
PH02Gene42436	0	0	0	0	0	0	0	0	0
PH02Gene42437	9	0	19	11	6	14	11	24	2
PH02Gene42438	4	0	5	2	4	0	1	1	0
PH02Gene42439	0	0	8	1	3	1	1	6	1
PH02Gene42440	0	0	0	0	1	0	0	0	0
PH02Gene42441	4	8	0	0	0	0	0	1	0
PH02Gene42442	0	0	4	15	8	0	2	8	0
PH02Gene42443	1	0	1	0	6	0	1	2	0
PH02Gene42444	0	0	0	4	0	0	0	0	0
PH02Gene42445	8	0	14	6	8	0	8	4	0
PH02Gene42446	218	132	178	125	175	114	133	153	55
PH02Gene42447	0	0	0	4	0	0	0	0	0
PH02Gene42448	7	10	7	10	5	12	18	22	0
PH02Gene42449	8	0	4	1	4	0	4	4	0
PH02Gene42450	0	0	9	5	1	0	4	10	2
PH02Gene42451	0	0	0	0	0	0	0	0	0
PH02Gene42452	1	1	2	6	4	4	1	8	0
PH02Gene42453	27	44	31	10	2	5	14	4	18
PH02Gene42454	0	0	8	2	0	0	2	2	0
PH02Gene42455	13	0	23	10	12	0	28	22	0
PH02Gene42456	8	6	10	11	24	5	34	29	0
PH02Gene42457	0	0	3	0	3	8	1	2	0
PH02Gene42458	19	32	12	11	20	19	27	7	13
PH02Gene42459	22	9	39	12	4	2	7	18	10
PH02Gene42460	2	0	4	8	6	2	11	6	4
PH02Gene42461	0	0	4	4	2	10	3	1	0
PH02Gene42462	0	0	1	9	5	0	0	0	0
PH02Gene42463	22	11	56	15	0	19	18	52	10
PH02Gene42464	11	4	3	4	8	13	16	10	0
PH02Gene42465	0	0	0	8	0	0	0	0	0
PH02Gene42466	2	6	18	5	12	0	9	7	6
PH02Gene42467	5	4	8	0	4	10	12	16	8
PH02Gene42468	118	41	28	62	16	24	131	12	15
PH02Gene42469	232	56	63	83	42	10	130	20	8
PH02Gene42470	37	10	37	24	27	8	52	32	4
PH02Gene42471	0	0	4	0	0	0	0	3	0
PH02Gene42472	0	0	4	4	0	4	2	5	0
PH02Gene42473	7	2	33	25	36	35	20	36	7
PH02Gene42474	8	19	15	19	18	23	26	21	20
PH02Gene42475	29	4	40	22	23	4	29	32	2
PH02Gene42476	11	12	9	19	14	4	10	10	20
PH02Gene42477	6	0	12	8	2	0	8	7	1
PH02Gene42478	0	2	3	3	0	2	4	0	0
PH02Gene42479	0	8	4	0	5	4	0	2	0
PH02Gene42480	0	0	0	0	1	0	0	0	0
PH02Gene42481	2	2	1	0	4	0	1	1	0
PH02Gene42482	0	0	0	0	0	0	2	0	0
PH02Gene42483	0	0	0	0	0	0	0	0	0
PH02Gene42484	0	0	2	0	8	2	2	0	1
PH02Gene42485	0	0	0	0	0	0	0	0	0
PH02Gene42486	0	0	0	6	2	0	1	0	0
PH02Gene42487	7	8	14	1	12	0	20	2	0
PH02Gene42488	10	4	15	14	21	10	10	26	7
PH02Gene42489	6	4	38	16	10	4	14	13	8
PH02Gene42490	4	2	2	0	0	2	8	1	4
PH02Gene42491	2	0	12	4	6	3	2	2	2
PH02Gene42492	6	56	33	13	3	14	4	28	42
PH02Gene42493	48	89	71	30	48	72	48	33	28
PH02Gene42494	0	0	4	7	6	6	6	0	0
PH02Gene42495	4	0	0	0	7	0	7	0	0
PH02Gene42496	3	3	6	12	0	0	7	7	0
PH02Gene42497	6	0	8	9	14	4	18	14	4
PH02Gene42498	0	1	0	0	0	0	0	1	0
PH02Gene42499	1	1	9	20	15	5	15	18	4
PH02Gene42500	15	14	49	13	22	30	6	36	18
PH02Gene42501	5	0	20	8	13	0	4	4	0
PH02Gene42502	5	0	0	0	8	0	11	4	0
PH02Gene42503	0	0	0	5	0	8	0	3	0
PH02Gene42504	0	0	1	0	1	0	0	0	0
PH02Gene42505	0	0	0	0	0	0	0	0	0
PH02Gene42506	8	0	2	8	0	0	8	0	0
PH02Gene42507	7	17	32	34	30	18	30	48	8
PH02Gene42508	2	0	6	12	8	6	5	2	2
PH02Gene42509	20	4	9	15	9	6	20	11	1
PH02Gene42510	5	0	2	0	2	0	1	6	0
PH02Gene42511	13	1	18	4	2	14	6	16	13
PH02Gene42512	29	9	43	14	4	16	9	31	18
PH02Gene42513	9	3	9	10	6	1	2	12	0
PH02Gene42514	0	0	0	0	0	0	1	0	0
PH02Gene42515	0	0	0	1	0	0	4	0	0
PH02Gene42516	13	6	18	21	34	5	17	26	0
PH02Gene42517	34	14	23	21	34	22	45	22	0
PH02Gene42518	2	0	0	0	0	6	0	0	0
PH02Gene42519	14	0	16	15	12	10	7	13	0
PH02Gene42520	2	3	18	2	6	5	0	18	4
PH02Gene42521	3	0	0	17	10	6	1	2	0
PH02Gene42522	2	0	0	0	0	1	0	0	0
PH02Gene42523	194	8	4	36	2	15	159	6	26
PH02Gene42524	40	10	17	20	20	7	38	20	7
PH02Gene42525	4	0	2	13	6	0	2	4	0
PH02Gene42526	4	9	6	12	19	10	7	17	0
PH02Gene42527	14	4	14	9	5	12	6	2	4
PH02Gene42528	5	0	2	0	9	0	0	8	0
PH02Gene42529	12	4	9	16	11	2	3	11	7
PH02Gene42530	4	1	8	2	6	16	10	2	2
PH02Gene42531	18	2	2	25	10	3	14	2	7
PH02Gene42532	0	0	0	2	6	0	7	3	0
PH02Gene42533	0	0	4	5	6	0	1	4	0
PH02Gene42534	24	33	20	42	21	19	39	24	24
PH02Gene42535	8	0	1	6	1	0	0	0	0
PH02Gene42536	4	0	3	19	16	0	13	10	4
PH02Gene42537	46	32	40	26	34	16	52	38	11
PH02Gene42538	0	0	10	0	2	0	0	0	0
PH02Gene42539	0	0	2	2	2	4	0	0	0
PH02Gene42540	0	0	6	14	1	0	0	1	0
PH02Gene42541	1	0	7	3	2	0	5	5	4
PH02Gene42542	3	0	18	1	11	2	7	16	6
PH02Gene42543	5	1	29	6	6	1	12	9	0
PH02Gene42544	6	0	0	0	4	1	4	2	0
PH02Gene42545	29	112	48	61	51	95	36	156	60
PH02Gene42546	3	0	4	5	2	2	4	9	0
PH02Gene42547	2	6	0	2	3	1	0	2	0
PH02Gene42548	0	0	0	0	0	0	0	0	0
PH02Gene42549	2	0	0	0	0	2	2	0	2
PH02Gene42550	6	22	4	6	9	2	3	15	8
PH02Gene42551	0	0	0	0	0	0	0	0	0
PH02Gene42552	0	0	0	0	0	0	0	0	0
PH02Gene42553	0	0	0	0	0	0	0	0	0
PH02Gene42554	0	0	0	0	0	0	0	0	0
PH02Gene42555	18	14	30	2	35	9	19	28	16
PH02Gene42556	63	23	27	7	26	1	43	23	32
PH02Gene42557	0	0	0	2	2	0	0	0	0
PH02Gene42558	2	0	16	1	6	1	1	1	0
PH02Gene42559	2	0	0	2	0	0	0	6	0
PH02Gene42560	0	1	6	5	7	0	12	1	0
PH02Gene42561	0	0	0	1	0	0	0	0	0
PH02Gene42562	1	0	3	8	1	0	0	8	0
PH02Gene42563	2	7	6	11	4	2	7	1	0
PH02Gene42564	6	0	9	4	0	0	0	0	0
PH02Gene42565	2	4	6	14	11	1	13	0	0
PH02Gene42566	9	6	8	20	26	1	23	0	0
PH02Gene42567	8	0	6	14	2	0	0	11	0
PH02Gene42568	13	8	38	14	22	12	8	14	10
PH02Gene42569	4	10	4	21	1	0	15	9	0
PH02Gene42570	18	12	14	23	9	13	12	0	0
PH02Gene42571	0	0	6	4	6	5	10	4	0
PH02Gene42572	6	12	0	9	16	10	14	13	0
PH02Gene42573	4	0	1	20	17	10	4	16	1
PH02Gene42574	5	18	16	0	2	30	6	10	24
PH02Gene42575	1	0	6	1	0	2	5	6	1
PH02Gene42576	25	9	5	2	1	2	6	10	0
PH02Gene42577	5	4	5	12	9	16	27	6	2
PH02Gene42578	4	2	16	12	8	0	37	8	8
PH02Gene42579	26	6	53	35	34	14	59	18	1
PH02Gene42580	0	0	0	0	0	0	0	0	0
PH02Gene42582	0	0	0	0	1	0	2	0	0
PH02Gene42583	2	1	4	17	0	0	11	8	6
PH02Gene42584	1	1	2	4	1	0	6	5	0
PH02Gene42585	0	0	1	2	0	0	1	0	0
PH02Gene42586	13	4	14	35	16	19	9	4	4
PH02Gene42587	0	0	4	0	3	0	2	20	0
PH02Gene42588	2	18	2	9	8	0	1	10	0
PH02Gene42589	26	6	42	28	32	9	24	36	3
PH02Gene42590	0	0	0	1	0	0	0	0	0
PH02Gene42591	0	0	2	0	0	0	6	1	0
PH02Gene42592	12	0	4	1	5	2	4	0	0
PH02Gene42593	0	0	4	4	2	4	2	0	2
PH02Gene42594	0	0	13	2	0	7	2	6	0
PH02Gene42595	0	6	8	0	8	1	13	7	0
PH02Gene42596	0	0	4	0	0	4	0	3	0
PH02Gene42597	0	0	0	1	6	0	0	5	0
PH02Gene42598	0	0	0	1	1	0	1	5	0
PH02Gene42599	19	27	21	19	10	14	37	13	19
PH02Gene42600	4	2	0	23	0	12	8	3	0
PH02Gene42601	0	0	2	0	1	0	1	1	0
PH02Gene42602	7	0	18	18	18	6	22	20	0
PH02Gene42603	12	0	0	0	0	0	8	1	0
PH02Gene42604	0	0	0	2	0	0	0	0	0
PH02Gene42605	1	4	0	0	0	0	2	0	0
PH02Gene42606	0	0	0	0	0	0	0	0	0
PH02Gene42607	0	0	2	2	9	0	30	0	0
PH02Gene42608	32	10	20	13	18	8	12	14	2
PH02Gene42609	0	0	0	0	0	0	6	0	0
PH02Gene42610	0	0	1	1	0	0	0	0	0
PH02Gene42611	0	0	1	6	7	0	22	8	0
PH02Gene42612	17	36	29	20	25	14	19	21	8
PH02Gene42613	42	82	25	2	15	38	13	20	53
PH02Gene42614	6	1	3	6	13	5	4	12	1
PH02Gene42615	1	0	5	2	6	1	5	7	0
PH02Gene42616	33	26	50	36	40	15	19	54	23
PH02Gene42617	45	55	25	11	21	11	39	15	17
PH02Gene42618	0	0	3	3	8	0	6	0	0
PH02Gene42619	0	1	0	4	1	0	10	1	0
PH02Gene42620	6	0	12	1	10	3	4	6	0
PH02Gene42621	4	0	6	1	6	6	11	11	4
PH02Gene42622	9	10	35	20	35	3	23	51	22
PH02Gene42623	12	1	10	0	26	0	0	8	0
PH02Gene42624	6	0	0	7	19	4	0	4	0
PH02Gene42625	1	0	2	2	4	0	4	4	0
PH02Gene42626	26	1	27	0	5	11	16	13	8
PH02Gene42627	0	0	0	0	0	0	0	0	0
PH02Gene42628	4	0	13	9	10	2	18	6	8
PH02Gene42629	10	0	0	13	1	4	10	14	0
PH02Gene42630	0	0	2	4	2	0	12	0	0
PH02Gene42631	0	0	11	4	5	0	10	0	0
PH02Gene42632	4	0	8	9	7	5	3	6	0
PH02Gene42633	34	4	93	31	25	4	32	53	7
PH02Gene42634	12	0	1	2	4	8	2	7	0
PH02Gene42635	1	0	3	1	0	1	0	3	0
PH02Gene42636	0	0	0	0	0	0	0	0	0
PH02Gene42637	0	0	0	0	0	0	0	0	0
PH02Gene42638	0	0	0	0	0	0	0	0	0
PH02Gene42639	0	0	0	0	0	0	0	0	0
PH02Gene42640	0	0	0	0	0	0	0	1	0
PH02Gene42641	1	0	11	9	6	3	0	2	0
PH02Gene42642	0	0	0	9	10	1	4	0	0
PH02Gene42643	0	0	0	0	2	0	0	0	0
PH02Gene42644	18	18	37	7	10	12	22	22	4
PH02Gene42645	2	0	12	16	7	7	13	12	0
PH02Gene42646	2	1	11	3	5	0	6	1	0
PH02Gene42647	4	0	2	2	0	0	0	0	0
PH02Gene42648	14	12	3	4	12	0	8	6	4
PH02Gene42649	0	0	0	0	0	1	0	0	0
PH02Gene42650	8	0	10	6	2	4	2	8	0
PH02Gene42651	1	0	0	0	14	0	2	0	0
PH02Gene42652	6	4	17	7	15	0	16	4	0
PH02Gene42653	6	0	21	9	13	9	24	4	2
PH02Gene42654	6	14	10	4	8	13	28	8	2
PH02Gene42655	41	59	31	26	15	9	55	16	67
PH02Gene42656	30	0	0	11	2	0	24	0	0
PH02Gene42658	9	8	13	5	6	4	15	49	6
PH02Gene42659	0	0	0	2	1	0	6	0	0
PH02Gene42660	77	173	28	19	74	79	32	39	33
PH02Gene42661	28	58	46	21	48	48	29	51	57
PH02Gene42662	0	7	13	2	14	3	6	10	0
PH02Gene42664	0	0	6	0	1	0	0	4	0
PH02Gene42665	2	4	10	1	10	1	4	10	0
PH02Gene42666	13	4	18	26	47	12	18	32	1
PH02Gene42667	0	4	4	14	15	8	1	0	0
PH02Gene42668	6	2	15	21	9	8	8	39	1
PH02Gene42669	0	0	0	0	0	0	0	0	0
PH02Gene42670	8	0	10	4	14	0	5	12	0
PH02Gene42671	0	0	0	0	6	3	0	1	2
PH02Gene42672	1	0	0	8	0	0	1	2	0
PH02Gene42673	0	0	0	0	0	0	0	0	0
PH02Gene42674	14	1	56	17	36	19	51	38	5
PH02Gene42675	5	5	1	7	9	6	8	6	9
PH02Gene42676	5	0	5	6	4	4	0	4	0
PH02Gene42677	4	0	8	0	4	0	12	0	0
PH02Gene42678	12	4	8	8	7	4	16	6	2
PH02Gene42679	11	0	7	14	10	8	10	19	0
PH02Gene42680	0	0	0	0	0	0	0	0	0
PH02Gene42681	12	0	5	2	0	0	0	4	0
PH02Gene42682	280	230	254	196	200	121	249	228	263
PH02Gene42683	10	6	12	6	16	2	4	9	2
PH02Gene42684	1	1	9	2	5	0	18	5	0
PH02Gene42685	0	0	6	0	6	0	12	7	0
PH02Gene42686	0	0	4	4	3	0	0	2	0
PH02Gene42687	1	8	6	1	2	2	0	4	0
PH02Gene42688	15	4	4	2	3	3	5	9	0
PH02Gene42689	27	4	5	4	6	5	12	7	0
PH02Gene42690	64	48	23	35	27	14	45	33	26
PH02Gene42691	0	0	0	0	0	0	0	0	0
PH02Gene42692	2	0	0	0	0	0	1	4	0
PH02Gene42693	17	72	17	11	15	59	11	12	21
PH02Gene42694	2	7	12	5	11	13	8	6	4
PH02Gene42695	10	8	10	7	7	5	1	10	2
PH02Gene42696	87	94	133	51	121	79	97	83	87
PH02Gene42697	25	44	31	25	17	26	41	26	30
PH02Gene42698	5	72	50	8	40	50	7	33	34
PH02Gene42699	5	5	4	9	10	2	5	3	11
PH02Gene42700	2	0	0	11	4	10	10	6	0
PH02Gene42701	2	0	14	10	11	0	15	0	14
PH02Gene42702	13	16	30	53	49	25	39	38	9
PH02Gene42703	0	0	0	0	0	0	0	0	0
PH02Gene42704	6	0	21	2	4	7	7	14	2
PH02Gene42705	20	0	48	19	25	2	46	27	6
PH02Gene42706	2	0	0	2	0	0	0	0	0
PH02Gene42707	22	8	17	20	8	6	12	19	8
PH02Gene42708	12	4	26	21	10	6	22	19	0
PH02Gene42709	0	1	7	11	1	0	5	2	1
PH02Gene42710	0	0	8	0	0	0	0	1	0
PH02Gene42711	0	0	1	1	1	0	0	0	0
PH02Gene42712	1	0	0	0	6	0	0	4	0
PH02Gene42713	1	0	0	6	0	0	2	7	0
PH02Gene42714	6	0	4	3	5	1	9	2	0
PH02Gene42715	16	5	24	13	21	6	42	29	9
PH02Gene42716	3	0	0	3	4	5	0	4	0
PH02Gene42717	0	0	0	2	1	1	4	1	0
PH02Gene42718	0	0	0	7	1	1	2	0	0
PH02Gene42719	25	5	13	18	16	10	7	23	2
PH02Gene42720	74	63	39	39	35	31	69	95	37
PH02Gene42721	10	0	12	7	16	4	4	13	0
PH02Gene42722	8	0	5	11	6	4	14	25	0
PH02Gene42723	1	0	0	0	0	0	1	1	0
PH02Gene42724	6	0	0	0	2	0	9	0	0
PH02Gene42725	2	0	10	2	36	6	6	4	4
PH02Gene42726	4	0	19	1	2	0	2	2	0
PH02Gene42727	33	11	34	10	49	20	26	23	17
